Code,Company,Price,Change,Volume,Value,Captilisation
SKT,Sky Network Television Limited,$2.560,$0.000 / 0.00%,"38,675","$99,051.42","$372,667,369"
SML,Synlait Milk Limited (NS),$3.460,$0.000 / 0.00%,"1,274","$4,409.86","$756,292,547"
SNC,Southern Charter Financial Group Limited,$0.006,$0.000 / 0.00%,0,$0.00,"$3,089,367"
SPG,Stride Property Ltd & Stride Investment Management Ltd (NS),$1.420,$0.000 / 0.00%,"517,731","$727,019.12","$767,269,935"
SPK,Spark New Zealand Limited,$5.275,-$0.025 / -0.47%,"1,337,601","$7,040,814.37","$9,880,940,179"
SPN,South Port New Zealand Limited,$8.300,$0.000 / 0.00%,165,"$1,368.84","$217,749,653"
SPY,Smartpay Holdings Limited,$1.350,-$0.050 / -3.57%,"8,033","$10,882.03","$321,684,700"
STU,Steel & Tube Holdings Limited,$1.330,-$0.050 / -3.62%,"166,287","$220,640.53","$221,914,044"
SUM,Summerset Group Holdings Limited,$9.250,-$0.250 / -2.63%,"146,380","$1,351,569.99","$2,147,081,270"
SVR,Savor Limited,$0.420,$0.000 / 0.00%,"48,035","$20,174.70","$28,049,678"
TAH,Third Age Health Services Limited,$1.540,$0.000 / 0.00%,142,$214.51,"$15,406,389"
TCL,The City of London Investment Trust Plc,$8.140,-$0.010 / -0.12%,"3,230","$26,293.10","$3,903,088,226"
TEM,Templeton Emerging Markets Investment Trust Plc,$3.070,-$0.030 / -0.97%,"9,614","$29,531.66","$3,566,614,415"
TGG,T&G Global Limited,$2.360,$0.000 / 0.00%,"4,419","$10,422.23","$289,201,961"
THL,Tourism Holdings Limited,$4.100,$0.150 / 3.80%,"2,262,087","$9,368,103.47","$877,455,256"
TNZ,Smartshares NZ Top 10 ETF,$1.987,$0.001 / 0.05%,"29,704","$58,880.15","$144,815,686"
TRA,Turners Automotive Group Limited,$3.330,$0.030 / 0.91%,"22,627","$75,521.05","$288,711,823"
TRU,TruScreen Group Limited,$0.036,-$0.001 / -2.70%,"182,084","$6,673.97","$13,063,185"
TSK,TASK Group Holdings Limited,$0.375,$0.000 / 0.00%,"117,469","$44,050.90","$133,060,848"
TWF,Smartshares Total World ETF,$2.930,$0.012 / 0.41%,"77,606","$226,242.26","$285,716,629"
TWH,Smartshares Total World (NZD Hedged) ETF,$3.004,-$0.009 / -0.30%,510,"$1,537.02","$73,282,247"
TWL,Trade Window Holdings Limited,$0.430,$0.000 / 0.00%,669,$287.67,"$43,346,021"
TWR,Tower Limited,$0.640,-$0.010 / -1.54%,"90,036","$57,776.88","$242,869,752"
USA,Smartshares US Equities ESG ETF,$2.972,-$0.008 / -0.27%,813,"$2,415.26","$48,998,669"
USF,Smartshares US 500 ETF,$11.800,$0.068 / 0.58%,"14,985","$176,514.86","$497,983,529"
USG,Smartshares US Large Growth ETF,$7.286,$0.068 / 0.94%,"6,268","$45,648.90","$203,562,578"
USM,Smartshares US Mid Cap ETF,$6.891,$0.093 / 1.37%,234,"$1,606.86","$93,633,151"
USS,Smartshares US Small Cap ETF,$6.275,$0.020 / 0.32%,850,"$5,308.73","$83,292,537"
USV,Smartshares US Large Value ETF,$4.545,$0.019 / 0.42%,"2,115","$9,613.43","$88,278,335"
VCT,Vector Limited (NS),$4.270,-$0.050 / -1.16%,"144,536","$620,106.81","$4,270,000,000"
VGL,Vista Group International Limited,$1.460,$0.000 / 0.00%,"62,299","$90,981.30","$340,460,456"
VHP,Vital Healthcare Property Trust,$2.450,$0.000 / 0.00%,"548,169","$1,345,698.85","$1,611,504,322"
VNT,Ventia Services Group Limited,$2.710,$0.000 / 0.00%,"4,213","$11,396.95","$2,318,405,000"
VSL,Vulcan Steel Limited,$8.880,$0.330 / 3.86%,"379,657","$3,284,557.11","$1,166,908,119"
VTL,Vital Limited,$0.315,$0.000 / 0.00%,0,$0.00,"$13,087,720"
WBC,Westpac Banking Corporation,$25.160,-$0.790 / -3.04%,"15,345","$391,517.23","$88,088,372,781"
WCO,WasteCo Group Limited,$0.079,$0.000 / 0.00%,"24,163","$1,908.88","$54,352,000"
WHS,The Warehouse Group Limited,$2.600,$0.010 / 0.39%,"13,782","$35,958.54","$901,792,112"
WIN,Winton Land Limited (NS),$2.070,-$0.020 / -0.96%,482,$997.26,"$613,990,434"
